STUSPS	NAME	INTPTLONG	INTPTLAT
TX	Linden city	-94.362628	33.010954
TX	Lindsay city	-97.219725	33.642308
TX	Lipan city	-98.047055	32.518651
TX	Little Elm city	-96.929027	33.17669
TX	Littlefield city	-102.33488	33.919081
TX	Little River-Academy city	-97.346898	30.989602
TX	Live Oak city	-98.340042	29.555395
TX	Liverpool city	-95.277489	29.295121
TX	Livingston town	-94.93793	30.710043
TX	Llano city	-98.669532	30.753143
TX	Lockhart city	-97.683106	29.878552
TX	Lockney town	-101.442446	34.123055
TX	Log Cabin city	-96.022352	32.223486
TX	Lometa city	-98.392556	31.216237
TX	Lone Oak city	-95.941016	32.995987
TX	Lone Star city	-94.709123	32.939956
TX	Longview city	-94.76481	32.519305
TX	Loraine town	-100.712515	32.408652
TX	Lorena city	-97.2128	31.381624
TX	Lorenzo city	-101.536078	33.670341
TX	Los Fresnos city	-97.475379	26.072974
TX	Los Indios town	-97.734887	26.049043
TX	Los Ybanez city	-101.917507	32.719195
TX	Lott city	-97.033576	31.206257
TX	Lovelady city	-95.44588	31.128078
TX	Lowry Crossing city	-96.544787	33.169241
TX	Lubbock city	-101.886677	33.566479
TX	Lucas city	-96.580077	33.101298
TX	Lueders city	-99.623217	32.800432
TX	Lufkin city	-94.730616	31.320334
TX	Luling city	-97.646696	29.681747
TX	Lumberton city	-94.208802	30.253787
TX	Lyford city	-97.789266	26.414597
TX	Lytle city	-98.794837	29.234851
TX	Mabank town	-96.115216	32.368677
TX	McAllen city	-98.246145	26.218513
TX	McCamey city	-102.22004	31.13247
TX	McGregor city	-97.427968	31.419247
TX	McKinney city	-96.66798	33.201241
TX	McLean town	-100.600107	35.232339
TX	McLendon-Chisholm city	-96.392093	32.850577
TX	Madisonville city	-95.909285	30.954018
TX	Magnolia city	-95.744646	30.208059
TX	Malakoff city	-96.021051	32.173315
TX	Malone town	-96.894658	31.91726
TX	Manor city	-97.526946	30.354403
TX	Mansfield city	-97.120531	32.569135
TX	Manvel city	-95.361402	29.481461
TX	Marble Falls city	-98.269428	30.578458
TX	Marfa city	-104.025433	30.310726
TX	Marietta town	-94.542531	33.173548
TX	Marion city	-98.142941	29.572568
TX	Marlin city	-96.893173	31.308036
TX	Marquez city	-96.257231	31.236515
TX	Marshall city	-94.353173	32.539159
TX	Mart city	-96.829288	31.542119
TX	Martindale city	-97.840255	29.842757
TX	Mason city	-99.228603	30.747713
TX	Matador town	-100.821094	34.015084
TX	Mathis city	-97.817034	28.090928
TX	Maud city	-94.346145	33.329892
TX	Maypearl city	-97.00663	32.311018
TX	Meadow town	-102.205857	33.337725
TX	Meadowlakes city	-98.295075	30.564223
TX	Meadows Place city	-95.586896	29.650916
TX	Megargel town	-98.929398	33.453371
TX	Melissa city	-96.555943	33.289675
TX	Melvin town	-99.581316	31.199216
TX	Memphis city	-100.541655	34.726734
TX	Menard city	-99.783678	30.918441
TX	Mercedes city	-97.914163	26.153562
TX	Meridian city	-97.649098	31.926583
TX	Merkel town	-100.011099	32.469733
TX	Mertens town	-96.894167	32.059022
TX	Mertzon city	-100.820808	31.261982
TX	Mesquite city	-96.592426	32.763903
TX	Mexia city	-96.483131	31.680682
TX	Miami city	-100.641565	35.692311
TX	Midland city	-102.109697	32.029931
TX	Midlothian city	-96.983361	32.470015
TX	Midway city	-95.7565	31.02512
TX	Milano city	-96.852074	30.70511
TX	Mildred town	-96.3249	32.046281
TX	Miles city	-100.184462	31.599907
TX	Milford town	-96.95001	32.121506
TX	Miller's Cove town	-95.115167	33.155283
TX	Millican town	-96.203211	30.466706
TX	Millsap town	-98.011469	32.74991
TX	Mineola city	-95.484411	32.658576
TX	Mineral Wells city	-98.078798	32.823483
TX	Mingus city	-98.424871	32.53635
TX	Mission city	-98.32148	26.202638
TX	Missouri City city	-95.538175	29.565156
TX	Mobeetie city	-100.441319	35.533689
TX	Mobile City city	-96.411129	32.922873
TX	Monahans city	-103.083057	31.671815
TX	Mont Belvieu city	-94.881484	29.852646
TX	Montgomery city	-95.696153	30.391425
TX	Moody city	-97.359611	31.308651
TX	Moore Station city	-95.570391	32.190555
TX	Moran city	-99.166492	32.547234
TX	Morgan city	-97.606093	32.015936
TX	Morgan's Point city	-95.005635	29.676567
TX	Morgan's Point Resort city	-97.458825	31.152148
TX	Morton city	-102.75921	33.724821
TX	Moulton town	-97.146552	29.572206
TX	Mountain City city	-97.891509	30.03919
TX	Mount Calm city	-96.881745	31.756291
TX	Mount Enterprise city	-94.682767	31.911617
TX	Mount Pleasant city	-94.972146	33.159517
TX	Mount Vernon town	-95.224447	33.177431
TX	Muenster city	-97.375693	33.653029
TX	Muleshoe city	-102.72838	34.229179
TX	Mullin town	-98.665704	31.555205
TX	Munday city	-99.623904	33.447102
TX	Murchison city	-95.75607	32.275171
TX	Murphy city	-96.608515	33.016785
TX	Mustang town	-96.431707	32.012398
TX	Mustang Ridge city	-97.701593	30.051107
TX	Nacogdoches city	-94.652046	31.612364
TX	Naples city	-94.678985	33.201949
TX	Nash city	-94.128587	33.441822
TX	Nassau Bay city	-95.087482	29.544767
TX	Natalia city	-98.85133	29.188294
TX	Navarro town	-96.382516	32.00079
TX	Navasota city	-96.089076	30.388978
TX	Nazareth city	-102.102346	34.541869
TX	Nederland city	-94.000241	29.970853
TX	Needville city	-95.839323	29.395892
TX	Nesbitt town	-94.446539	32.589371
TX	Nevada city	-96.372525	33.034449
TX	Newark city	-97.488418	33.013542
TX	New Berlin city	-98.101265	29.462203
TX	New Boston city	-94.419097	33.46111
TX	New Braunfels city	-98.115109	29.699301
TX	Newcastle city	-98.743776	33.195478
TX	New Chapel Hill city	-95.168627	32.299165
TX	New Deal town	-101.840318	33.727059
TX	New Fairview city	-97.457571	33.110028
TX	New Home city	-101.911722	33.326938
TX	New Hope town	-96.560117	33.211698
TX	New London city	-94.929777	32.269395
TX	New Summerfield city	-95.114982	31.980748
TX	Newton city	-93.754114	30.850796
TX	New Waverly city	-95.48247	30.537828
TX	Neylandville town	-96.016396	33.195476
TX	Niederwald city	-97.775749	29.994192
TX	Nixon city	-97.765877	29.26967
TX	Nocona city	-97.730171	33.783555
TX	Nolanville city	-97.611628	31.075187
TX	Nome city	-94.405215	30.037672
TX	Noonday city	-95.395721	32.242552
TX	Nordheim city	-97.614077	28.923791
TX	Normangee town	-96.115745	31.030224
TX	North Cleveland city	-95.101029	30.362537
TX	Northlake town	-97.256289	33.073841
TX	North Richland Hills city	-97.214758	32.862042
TX	Novice city	-99.625293	31.987205
TX	Oak Grove town	-96.318188	32.532107
TX	Oak Leaf city	-96.847733	32.521985
TX	Oak Point city	-96.985871	33.173801
TX	Oak Ridge town	-97.038507	33.648122
TX	Oak Ridge town	-96.249453	32.623134
TX	Oak Ridge North city	-95.442143	30.156777
TX	Oak Valley town	-96.517393	32.029056
TX	Oakwood town	-95.849878	31.584788
TX	O'Brien city	-99.843824	33.380198
TX	Odem city	-97.586387	27.946464
TX	Odessa city	-102.343406	31.880378
TX	O'Donnell city	-101.830842	32.965202
TX	Oglesby city	-97.511218	31.418618
TX	Old River-Winfree city	-94.826775	29.874446
TX	Olmos Park city	-98.486641	29.474918
TX	Olney city	-98.758486	33.364143
TX	Olton city	-102.137039	34.180199
TX	Omaha city	-94.738515	33.182746
TX	Onalaska city	-95.105723	30.808013
TX	Opdyke West town	-102.300622	33.592705
TX	Orange city	-93.760373	30.116631
TX	Orange Grove city	-97.938553	27.956203
TX	Orchard city	-95.970063	29.60007
TX	Ore City city	-94.717182	32.80147
TX	Overton city	-94.97254	32.275636
TX	Ovilla city	-96.883463	32.541277
TX	Oyster Creek city	-95.329258	28.998077
TX	Paducah town	-100.303693	34.014006
TX	Paint Rock town	-99.925309	31.510072
TX	Palacios city	-96.255157	28.731297
TX	Palestine city	-95.646953	31.754512
TX	Palisades village	-101.800457	35.058945
TX	Palmer town	-96.665101	32.438112
TX	Palmhurst city	-98.295318	26.258015
TX	Palm Valley city	-97.754319	26.204445
TX	Palmview city	-98.378981	26.23025
TX	Pampa city	-100.965034	35.547666
TX	Panhandle town	-101.380508	35.3463
TX	Panorama Village city	-95.493366	30.382651
TX	Pantego town	-97.154318	32.714862
TX	Paradise city	-97.688728	33.15034
TX	Paris city	-95.54398	33.668144
TX	Parker city	-96.625699	33.063326
TX	Pasadena city	-95.150478	29.658263
TX	Pattison city	-95.976009	29.81904
TX	Patton Village city	-95.165059	30.196363
TX	Payne Springs town	-96.120166	32.290068
TX	Pearland city	-95.32307	29.555761
TX	Pearsall city	-99.098991	28.887925
TX	Pecan Gap city	-95.853057	33.43896
TX	Pecan Hill city	-96.781334	32.490714
TX	Pecos city	-103.50568	31.404613
TX	Pelican Bay city	-97.518921	32.92275
TX	Penelope town	-96.928185	31.854533
TX	Penitas city	-98.439437	26.249999
TX	Perryton city	-100.796866	36.393567
TX	Petersburg city	-101.597292	33.871049
TX	Petrolia city	-98.231798	34.013096
TX	Petronila city	-97.632246	27.671229
TX	Pflugerville city	-97.605929	30.45429
TX	Pharr city	-98.199913	26.171134
TX	Pilot Point city	-96.952835	33.396021
TX	Pine Forest city	-94.035253	30.175055
TX	Pinehurst city	-93.772253	30.107448
TX	Pine Island town	-96.028441	30.053793
TX	Pineland city	-93.976409	31.245476
TX	Piney Point Village city	-95.51544	29.756412
TX	Pittsburg city	-94.967063	32.998608
TX	Plains town	-102.82721	33.18962
TX	Plainview city	-101.723441	34.190898
TX	Plano city	-96.747944	33.050769
TX	Pleak village	-95.808806	29.487849
TX	Pleasanton city	-98.493822	28.963789
TX	Pleasant Valley town	-98.598273	33.937247
TX	Plum Grove city	-95.095802	30.200741
TX	Point city	-95.863359	32.937117
TX	Point Blank city	-95.213723	30.748219
TX	Point Comfort city	-96.555402	28.66432
TX	Point Venture village	-97.99819	30.384049
TX	Ponder town	-97.296467	33.171716
TX	Port Aransas city	-97.089193	27.820898
TX	Port Arthur city	-93.96632	29.833402
TX	Port Isabel city	-97.244788	26.066676
TX	Portland city	-97.323084	27.881186
TX	Port Lavaca city	-96.628288	28.617967
TX	Port Neches city	-93.96179	29.960768
TX	Post city	-101.381519	33.19091
TX	Post Oak Bend City town	-96.318261	32.632926
TX	Poteet city	-98.57405	29.037873
TX	Poth town	-98.080563	29.072069
TX	Pottsboro town	-96.670719	33.771578
TX	Powell town	-96.322531	32.110563
TX	Poynor town	-95.592372	32.079342
TX	Prairie View city	-95.990939	30.085898
TX	Premont city	-98.124418	27.358606
TX	Presidio city	-104.365321	29.56036
TX	Primera town	-97.751692	26.223216
TX	Princeton city	-96.509269	33.184185
TX	Progreso city	-97.956589	26.096147
TX	Progreso Lakes city	-97.960665	26.068976
TX	Prosper town	-96.804688	33.23923
TX	Putnam town	-99.195495	32.37027
TX	Pyote town	-103.122483	31.538066
TX	Quanah city	-99.742889	34.295366
TX	Queen City city	-94.15323	33.150196
TX	Quinlan city	-96.131865	32.908917
TX	Quintana town	-95.307095	28.93393
TX	Quitaque city	-101.055598	34.36741
TX	Quitman city	-95.44546	32.794034
TX	Ralls city	-101.384591	33.678774
TX	Rancho Viejo town	-97.555332	26.035901
TX	Ranger city	-98.675315	32.469312
TX	Rangerville village	-97.736637	26.107445
TX	Rankin city	-101.939438	31.22536
TX	Ransom Canyon town	-101.685343	33.530315
TX	Ravenna city	-96.240886	33.670474
TX	Raymondville city	-97.777744	26.475708
TX	Red Lick city	-94.161531	33.484623
TX	Red Oak city	-96.776792	32.508139
TX	Redwater city	-94.256165	33.358343
TX	Refugio town	-97.274981	28.307445
TX	Reklaw city	-94.981549	31.86659
TX	Reno city	-95.480086	33.666497
TX	Reno city	-97.565189	32.945369
TX	Retreat town	-96.476908	32.04845
TX	Rhome city	-97.493199	33.078895
TX	Rice city	-96.496727	32.238199
TX	Richardson city	-96.708069	32.972291
TX	Richland town	-96.428125	31.921832
TX	Richland Hills city	-97.226516	32.810238
TX	Richland Springs town	-98.946052	31.270778
TX	Richmond city	-95.761656	29.581599
TX	Richwood city	-95.400608	29.100666
TX	Riesel city	-96.931561	31.479664
TX	Rio Bravo city	-99.484385	27.364718
TX	Rio Grande City city	-98.821477	26.381
TX	Rio Hondo city	-97.581466	26.234627
TX	Rio Vista city	-97.374843	32.234545
TX	Rising Star town	-98.96652	32.097634
TX	River Oaks city	-97.398423	32.776788
TX	Riverside city	-95.398839	30.848286
TX	Roanoke city	-97.22917	33.010091
TX	Roaring Springs town	-100.856142	33.899183
TX	Robert Lee city	-100.485644	31.894809
TX	Robinson city	-97.122876	31.451487
TX	Robstown city	-97.66852	27.788582
TX	Roby city	-100.379367	32.745995
TX	Rochester town	-99.856503	33.314205
TX	Rockdale city	-97.00898	30.654434
TX	Rockport city	-97.050596	28.047475
TX	Rocksprings town	-100.213296	30.017078
TX	Rockwall city	-96.438135	32.919182
TX	Rocky Mound town	-95.019114	33.021061
TX	Rogers town	-97.229744	30.929208
TX	Rollingwood city	-97.786455	30.273786
TX	Roma city	-98.989848	26.406742
TX	Roman Forest town	-95.159275	30.179735
TX	Ropesville city	-102.155104	33.413336
TX	Roscoe city	-100.536593	32.440525
TX	Rosebud city	-96.975526	31.075252
TX	Rose City city	-94.050213	30.10648
TX	Rose Hill Acres city	-94.192119	30.191719
TX	Rosenberg city	-95.811206	29.539871
TX	Ross city	-97.112325	31.728188
TX	Rosser village	-96.451867	32.458337
TX	Rotan city	-100.465519	32.854047
TX	Round Mountain town	-98.361174	30.394346
TX	Round Rock city	-97.667363	30.523716
TX	Round Top town	-96.695882	30.06397
TX	Rowlett city	-96.548673	32.915922
TX	Roxton city	-95.724933	33.545568
TX	Royse City city	-96.322065	32.976587
TX	Rule town	-99.893272	33.181941
TX	Runaway Bay city	-97.868588	33.175516
TX	Runge town	-97.712751	28.885296
TX	Rusk city	-95.148758	31.797759
TX	Sabinal city	-99.469535	29.321325
TX	Sachse city	-96.580883	32.969008
TX	Sadler city	-96.848922	33.68145
TX	Saginaw city	-97.365207	32.865564
TX	St. Hedwig town	-98.206971	29.420216
TX	St. Jo city	-97.523071	33.695023
TX	St. Paul town	-96.553391	33.047486
TX	Salado village	-97.525262	30.949205
TX	San Angelo city	-100.45185	31.438912
TX	San Antonio city	-98.525142	29.472403
TX	San Augustine city	-94.11097	31.529829
TX	San Benito city	-97.64405	26.129398
TX	Sanctuary town	-97.58767	32.913158
TX	San Diego city	-98.238906	27.760891
TX	San Felipe town	-96.105867	29.794557
TX	Sanford town	-101.531771	35.702624
TX	Sanger city	-97.164554	33.383047
TX	San Juan city	-98.152194	26.190173
TX	San Leanna village	-97.819648	30.143436
TX	San Marcos city	-97.93157	29.876898
TX	San Patricio city	-97.770176	27.984348
TX	San Perlita city	-97.639648	26.500994
TX	San Saba town	-98.727343	31.195847
TX	Sansom Park city	-97.402031	32.802747
TX	Santa Anna town	-99.325425	31.736914
TX	Santa Clara city	-98.171083	29.574431
TX	Santa Fe city	-95.101511	29.3876
TX	Santa Rosa town	-97.825255	26.256054
TX	Savoy city	-96.366281	33.599447
TX	Schertz city	-98.257626	29.567512
TX	Schulenburg city	-96.907102	29.681731
TX	Scotland city	-98.468847	33.647344
TX	Scottsville city	-94.239333	32.540425
TX	Scurry town	-96.385438	32.512822
TX	Seabrook city	-94.993424	29.592971
TX	Seadrift city	-96.71548	28.414113
TX	Seagoville city	-96.545058	32.653384
TX	Seagraves city	-102.565716	32.94197
TX	Sealy city	-96.161338	29.764898
TX	Seguin city	-97.966605	29.58887
TX	Selma city	-98.315312	29.586475
TX	Seminole city	-102.649755	32.721094
TX	Seven Oaks city	-94.857877	30.851846
TX	Seven Points city	-96.234359	32.338117
TX	Seymour city	-99.258495	33.59522
TX	Shady Shores town	-97.034993	33.162127
TX	Shallowater city	-101.989265	33.690077
TX	Shamrock city	-100.246085	35.215401
TX	Shavano Park city	-98.556179	29.584448
TX	Shenandoah city	-95.455516	30.183781
TX	Shepherd city	-95.011898	30.485472
TX	Sherman city	-96.621911	33.605733
TX	Shiner city	-97.172815	29.432961
TX	Shoreacres city	-95.018987	29.62099
TX	Silsbee city	-94.176787	30.345491
TX	Silverton city	-101.304049	34.471372
TX	Simonton city	-96.008818	29.677319
TX	Sinton city	-97.514574	28.040777
TX	Skellytown town	-101.173044	35.571019
TX	Slaton city	-101.647137	33.442304
TX	Smiley city	-97.637551	29.271292
TX	Smithville city	-97.15041	30.007159
TX	Smyer town	-102.163501	33.587382
TX	Snook city	-96.467469	30.489455
TX	Snyder city	-100.910731	32.713547
TX	Socorro city	-106.262581	31.641289
TX	Somerset city	-98.65685	29.228612
TX	Somerville city	-96.531282	30.346518
TX	Sonora city	-100.643957	30.570759
TX	Sour Lake city	-94.399895	30.135844
TX	South Houston city	-95.228361	29.661024
TX	Southlake city	-97.148841	32.954504
TX	Southmayd city	-96.708896	33.62469
TX	South Mountain town	-97.679265	31.439827
TX	South Padre Island town	-97.168062	26.116993
TX	Southside Place city	-95.435484	29.708686
TX	Spearman city	-101.194289	36.198268
TX	Splendora city	-95.16236	30.228363
TX	Spofford city	-100.411255	29.173124
TX	Springlake town	-102.305734	34.231621
TX	Springtown city	-97.68076	32.969576
TX	Spring Valley Village city	-95.504086	29.789598
TX	Spur city	-100.850215	33.476583
TX	Stafford city	-95.565703	29.62573
TX	Stagecoach town	-95.699839	30.141674
TX	Stamford city	-99.592217	33.049931
TX	Stanton city	-101.793032	32.130509
TX	Staples city	-97.823821	29.759792
TX	Star Harbor city	-96.055069	32.192142
TX	Stephenville city	-98.219919	32.215225
TX	Sterling City city	-100.985878	31.839175
TX	Stinnett city	-101.44362	35.823093
TX	Stockdale city	-97.963888	29.235974
TX	Stratford city	-102.073915	36.336609
TX	Strawn city	-98.498084	32.550728
TX	Streetman town	-96.324047	31.875927
TX	Sudan city	-102.524193	34.066415
TX	Sugar Land city	-95.629429	29.596927
TX	Sullivan City city	-98.564442	26.275217
TX	Sulphur Springs city	-95.614702	33.143108
TX	Sundown city	-102.490809	33.457545
TX	Sunnyvale town	-96.55855	32.799752
TX	Sunray city	-101.824485	36.01827
TX	Sunrise Beach Village city	-98.418768	30.586012
TX	Sunset Valley city	-97.815914	30.22599
TX	Sun Valley city	-95.428747	33.67112
TX	Surfside Beach city	-95.28463	28.952155
TX	Sweeny city	-95.698269	29.046031
TX	Sweetwater city	-100.409609	32.467699
TX	Taft city	-97.391235	27.980097
TX	Tahoka city	-101.795081	33.163777
TX	Talco city	-95.102269	33.362882
TX	Talty town	-96.398439	32.69451
TX	Tatum city	-94.518878	32.315881
TX	Taylor city	-97.4197	30.57317
TX	Taylor Lake Village city	-95.05526	29.574804
TX	Taylor Landing city	-94.129497	29.866342
TX	Teague city	-96.280818	31.629487
TX	Tehuacana town	-96.540177	31.743163
TX	Temple city	-97.382522	31.105656
TX	Tenaha town	-94.245706	31.943709
TX	Terrell city	-96.28701	32.730305
TX	Terrell Hills city	-98.447102	29.477099
TX	Texarkana city	-94.081217	33.448105
TX	Texas City city	-94.892695	29.433717
TX	Texhoma city	-101.793764	36.4937
TX	Texline town	-103.018876	36.376494
TX	The Colony city	-96.903328	33.089609
TX	The Hills village	-97.986429	30.346419
TX	Thompsons town	-95.636851	29.481768
TX	Thorndale city	-97.206488	30.614023
TX	Thornton town	-96.573614	31.409957
TX	Thorntonville town	-102.922073	31.578927
TX	Thrall city	-97.298202	30.588253
TX	Three Rivers city	-98.177947	28.466853
TX	Throckmorton town	-99.17978	33.182031
TX	Tiki Island village	-94.914945	29.297265
TX	Timbercreek Canyon village	-101.816515	35.054073
TX	Timpson city	-94.397056	31.906912
TX	Tioga town	-96.919077	33.470128
TX	Tira town	-95.536066	33.329101
TX	Toco city	-95.649495	33.653889
TX	Todd Mission city	-95.829997	30.260945
TX	Tolar city	-97.919093	32.389437
TX	Tomball city	-95.61941	30.097358
TX	Tom Bean city	-96.484346	33.520039
TX	Tool city	-96.172711	32.280535
TX	Toyah town	-103.794612	31.312498
TX	Trent town	-100.123336	32.48841
TX	Trenton city	-96.339697	33.429653
TX	Trinidad city	-96.11015	32.160455
TX	Trinity city	-95.373564	30.944454
TX	Trophy Club town	-97.195424	33.001258
TX	Troup city	-95.122361	32.144996
TX	Troy city	-97.302037	31.197731
TX	Tulia city	-101.774434	34.537864
TX	Turkey city	-100.895302	34.393922
TX	Tuscola city	-99.799295	32.210629
TX	Tye city	-99.866612	32.452283
TX	Tyler city	-95.304631	32.314954
TX	Uhland city	-97.797005	29.960522
TX	Uncertain city	-94.133261	32.70064
TX	Union Grove city	-94.915329	32.575092
TX	Union Valley city	-96.252228	32.929456
TX	Universal City city	-98.307578	29.552
TX	University Park city	-96.79525	32.848624
TX	Uvalde city	-99.777215	29.215184
TX	Valentine town	-104.495314	30.588611
TX	Valley Mills city	-97.472002	31.658602
TX	Valley View city	-97.152641	33.494387
TX	Van city	-95.63758	32.523868
TX	Van Alstyne city	-96.579486	33.42045
TX	Van Horn town	-104.834154	31.040672
TX	Vega city	-102.426185	35.245642
TX	Venus town	-97.102268	32.430759
TX	Vernon city	-99.300427	34.147664
TX	Victoria city	-96.98541	28.826891
TX	Vidor city	-93.991733	30.128139
TX	Vinton village	-106.5946	31.960075
TX	Volente village	-97.907884	30.445302
TX	Von Ormy city	-98.657302	29.277379
TX	Waco city	-97.186027	31.560111
TX	Waelder city	-97.297848	29.694496
TX	Wake Village city	-94.118707	33.42405
TX	Waller city	-95.922393	30.060295
TX	Wallis city	-96.063517	29.632021
TX	Walnut Springs city	-97.750568	32.056979
TX	Warren City city	-94.904887	32.551242
TX	Waskom city	-94.064563	32.476635
TX	Watauga city	-97.251488	32.871799
TX	Waxahachie city	-96.842674	32.402674
TX	Weatherford city	-97.765731	32.755397
TX	Webberville village	-97.499611	30.226072
TX	Webster city	-95.116478	29.532072
TX	Weimar city	-96.777251	29.70005
TX	Weinert city	-99.673674	33.3234
TX	Weir city	-97.590101	30.678118
TX	Wellington city	-100.214092	34.853802
TX	Wellman city	-102.427437	33.046979
TX	Wells town	-94.947319	31.491559
TX	Weslaco city	-97.988103	26.159081
TX	West city	-97.094147	31.803295
TX	Westbrook city	-101.013259	32.357073
TX	West Columbia city	-95.649452	29.141926
TX	Westlake town	-97.204433	32.982922
TX	West Lake Hills city	-97.808447	30.292058
TX	Weston city	-96.674943	33.319568
TX	Weston Lakes city	-95.931018	29.657336
TX	West Orange city	-93.759536	30.079137
TX	Westover Hills town	-97.412317	32.743821
TX	West Tawakoni city	-96.036172	32.899378
TX	West University Place city	-95.431628	29.715442
TX	Westworth Village city	-97.42366	32.759801
TX	Wharton city	-96.103765	29.314487
TX	Wheeler city	-100.275228	35.441115
TX	White Deer town	-101.175846	35.433397
TX	Whiteface town	-102.61337	33.599563
TX	Whitehouse city	-95.222336	32.222642
TX	White Oak city	-94.855597	32.530391
TX	Whitesboro city	-96.901467	33.66065
TX	White Settlement city	-97.460687	32.755053
TX	Whitewright town	-96.394935	33.511215
TX	Whitney town	-97.31977	31.952448
TX	Wichita Falls city	-98.525854	33.906699
TX	Wickett town	-103.005948	31.567325
TX	Willis city	-95.482127	30.425947
TX	Willow Park city	-97.655202	32.76086
TX	Wills Point city	-96.004974	32.709449
TX	Wilmer city	-96.681606	32.59903
TX	Wilson city	-101.727499	33.31934
TX	Wimberley city	-98.090553	29.984804
TX	Windcrest city	-98.381341	29.514832
TX	Windom town	-95.99852	33.564799
TX	Windthorst town	-98.434932	33.576967
TX	Winfield city	-95.111225	33.165434
TX	Wink city	-103.154117	31.754497
TX	Winnsboro city	-95.291384	32.956144
TX	Winona town	-95.177413	32.49261
TX	Winters city	-99.958959	31.948895
TX	Wixon Valley city	-96.322241	30.769712
TX	Wolfe City city	-96.068175	33.370175
TX	Wolfforth city	-102.004513	33.516914
TX	Woodbranch city	-95.183435	30.181405
TX	Woodcreek city	-98.111329	30.026732
TX	Woodloch town	-95.413207	30.217223
TX	Woodsboro town	-97.32538	28.237806
TX	Woodson town	-99.053429	33.014931
TX	Woodville town	-94.426592	30.774081
TX	Woodway city	-97.230789	31.498334
TX	Wortham town	-96.461119	31.790075
TX	Wylie city	-96.515002	33.036248
TX	Yantis town	-95.577357	32.928531
TX	Yoakum city	-97.14701	29.293204
TX	Yorktown city	-97.505025	28.982811
TX	Zavalla city	-94.418918	31.158466
UT	Alpine city	-111.772907	40.462115
UT	Alta town	-111.620409	40.582468
UT	Altamont town	-110.287312	40.359033
UT	Alton town	-112.510115	37.427128
UT	Amalga town	-111.897116	41.856248
UT	American Fork city	-111.793604	40.381552
UT	Annabella town	-112.058604	38.705862
UT	Antimony town	-111.983466	38.101963
UT	Apple Valley town	-113.105012	37.081732
UT	Aurora city	-111.934021	38.920204
UT	Ballard town	-109.949645	40.295005
UT	Bear River City city	-112.124275	41.613101
UT	Beaver city	-112.640143	38.273798
UT	Bicknell town	-111.544227	38.339453
UT	Big Water town	-111.655075	37.070311
UT	Blanding city	-109.51286	37.623172
UT	Bluffdale city	-111.939619	40.479669
UT	Boulder town	-111.431838	37.922794
UT	Bountiful city	-111.86121	40.872477
UT	Brian Head town	-112.842965	37.69723
UT	Brigham City city	-112.040467	41.49804
UT	Bryce Canyon City town	-112.161547	37.681923
UT	Cannonville town	-112.060647	37.591551
UT	Castle Dale city	-111.022785	39.221794
UT	Castle Valley town	-109.397617	38.633781
UT	Cedar City city	-113.093352	37.684585
UT	Cedar Fort town	-112.109189	40.3418
UT	Cedar Hills city	-111.76379	40.422312
UT	Centerfield town	-111.818773	39.127588
UT	Centerville city	-111.883399	40.926281
UT	Central Valley town	-112.100068	38.704008
UT	Charleston town	-111.465134	40.466958
UT	Circleville town	-112.265838	38.166131
UT	Clarkston town	-112.050437	41.920501
UT	Clawson town	-111.096452	39.136994
UT	Clearfield city	-112.017469	41.096778
UT	Cleveland town	-110.855543	39.349414
UT	Clinton city	-112.066417	41.13874
UT	Coalville city	-111.393551	40.91639
UT	Corinne city	-112.125016	41.551464
UT	Cornish town	-111.958734	41.967158
UT	Cottonwood Heights city	-111.815178	40.615295
UT	Daniel town	-111.409581	40.466785
UT	Delta city	-112.572993	39.35487
UT	Deweyville town	-112.088268	41.693224
UT	Draper city	-111.860651	40.495191
UT	Duchesne city	-110.394838	40.174172
UT	Eagle Mountain city	-112.002685	40.314235
UT	East Carbon city	-110.429496	39.533056
UT	Elk Ridge city	-111.677823	40.009143
UT	Elmo town	-110.815203	39.387567
UT	Elsinore town	-112.148912	38.683069
UT	Elwood town	-112.136599	41.673091
UT	Emery town	-111.252283	38.924913
UT	Enoch city	-113.042831	37.766668
UT	Enterprise city	-113.741996	37.571885
UT	Ephraim city	-111.582072	39.357507
UT	Escalante city	-111.605082	37.762377
UT	Eureka city	-112.115187	39.958562
UT	Fairfield town	-112.082808	40.238455
UT	Fairview city	-111.437788	39.629791
UT	Farmington city	-111.907388	40.98456
UT	Farr West city	-112.03165	41.301084
UT	Fayette town	-111.853791	39.224286
UT	Ferron city	-111.134182	39.091043
UT	Fielding town	-112.117229	41.812179
UT	Fillmore city	-112.33732	38.965117
UT	Fountain Green city	-111.640232	39.627944
UT	Francis town	-111.276472	40.611885
UT	Fruit Heights city	-111.906825	41.028108
UT	Garden City town	-111.411585	41.936559
UT	Garland city	-112.16292	41.73638
UT	Genola town	-111.847986	40.011994
UT	Glendale town	-112.603951	37.336168
UT	Glenwood town	-111.988082	38.762454
UT	Goshen town	-111.90073	39.951241
UT	Grantsville city	-112.468368	40.597012
UT	Green River city	-110.092954	38.982148
UT	Gunnison city	-111.813302	39.15711
UT	Hanksville town	-110.713455	38.372002
UT	Harrisville city	-111.986027	41.285449
UT	Hatch town	-112.435686	37.654066
UT	Heber city	-111.398181	40.507165
UT	Helper city	-110.859343	39.690029
UT	Henefer town	-111.493095	41.017618
UT	Henrieville town	-112.001168	37.564758
